tournament,date,home,away,home_score,away_score,home_hits,away_hits,home_errors,away_errors,stadium,location,duration,game_id
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-06-28 17:10:00,Mexico,Dominican Republic,2,6,4,9,0,0,Estadio Saturnino Bengoa,San Salvador,2:44,121867
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-06-28 20:30:00,Dominican Republic,El Salvador,6,2,4,4,0,2,Estadio Saturnino Bengoa,San Salvador,2:35,121864
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-06-29 10:00:00,El Salvador,Cuba,0,15,3,16,1,0,Estadio Saturnino Bengoa,San Salvador,1:50,121868
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-06-29 13:00:00,Cuba,Dominican Republic,12,0,14,4,0,1,Estadio Saturnino Bengoa,San Salvador,1:50,121870
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-06-29 15:05:00,Mexico,Puerto Rico,5,4,5,8,1,0,Estadio Saturnino Bengoa,San Salvador,2:10,121869
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-06-29 18:00:00,Nicaragua,Curaçao,6,5,5,11,0,2,Estadio Saturnino Bengoa,San Salvador,2:39,121871
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-06-30 09:30:00,Venezuela,El Salvador,4,3,5,2,0,3,Estadio Saturnino Bengoa,San Salvador,1:56,121872
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-06-30 12:00:00,Cuba,Nicaragua,8,2,11,8,1,2,Estadio Saturnino Bengoa,San Salvador,2:20,121873
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-06-30 16:20:00,Dominican Republic,Curaçao,10,0,12,7,1,4,Estadio Saturnino Bengoa,San Salvador,2:00,121881
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-06-30 17:00:00,Venezuela,Mexico,1,11,5,11,2,1,Estadio Saturnino Bengoa,San Salvador,2:21,121882
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-06-30 19:30:00,Puerto Rico,El Salvador,0,0,0,0,0,0,Estadio Saturnino Bengoa,San Salvador,0,121883
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-07-01 10:00:00,Cuba,Venezuela,11,4,14,10,1,1,Estadio Saturnino Bengoa,San Salvador,2:54,121859
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-07-01 13:30:00,Venezuela,Dominican Republic,8,7,9,9,0,1,Estadio Saturnino Bengoa,San Salvador,3:00,121884
XXIV Central American and Caribbean Games - Men's Baseball 2023,2023-07-01 18:00:00,Mexico,Cuba,0,0,0,0,0,0,Estadio Saturnino Bengoa,San Salvador,,121885
V Caribbean Baseball Cup 2023 - V Copa del Caribe de Béisbol 2023,2023-10-01 16:00:00,Cuba,United States Virgin Islands,0,0,0,0,0,0,,,0,127019
V Caribbean Baseball Cup 2023 - V Copa del Caribe de Béisbol 2023,2023-10-01 19:30:00,Puerto Rico,Curaçao,0,0,0,0,0,0,,,0,127020
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-18 09:30:00,Chile,Mexico,0,16,0,13,1,1,Parque Bicentenario de Cerrillos,Cerrillos,2:13,125651
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-19 09:30:00,Dominican Republic,Panama,1,4,5,8,1,0,Parque Bicentenario de Cerrillos,Cerrillos,2:05,125652
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-19 15:00:00,Brazil,Venezuela,3,1,5,6,3,3,Parque Bicentenario de Cerrillos,Cerrillos,2:10,125653
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-20 09:30:00,Cuba,Colombia,4,3,8,7,0,1,Parque Bicentenario de Cerrillos,Cerrillos,2:32,125654
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-21 09:30:00,Mexico,Dominican Republic,1,0,3,5,0,0,Parque Bicentenario de Cerrillos,Cerrillos,2:21,125655
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-21 15:00:00,Panama,Chile,6,0,8,1,1,4,Parque Bicentenario de Cerrillos,Cerrillos,1:52,125656
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-22 09:30:00,Colombia,Brazil,7,8,9,10,4,1,Parque Bicentenario de Cerrillos,Cerrillos,3:20,125657
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-22 15:00:00,Venezuela,Cuba,6,5,12,10,3,1,Parque Bicentenario de Cerrillos,Cerrillos,undefined,125658
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-23 09:30:00,Mexico,Panama,2,8,8,8,4,1,Parque Bicentenario de Cerrillos,Cerrillos,2:51,125659
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-23 15:00:00,Dominican Republic,Chile,12,2,12,2,2,1,Parque Bicentenario de Cerrillos,Cerrillos,1:49,125660
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-24 09:30:00,Cuba,Brazil,2,4,3,9,3,1,Parque Bicentenario de Cerrillos,Cerrillos,2:21,125661
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-24 15:00:00,Venezuela,Colombia,2,6,10,7,0,1,Parque Bicentenario de Cerrillos,Cerrillos,2:15,125662
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-25 09:30:00,Venezuela,Chile,7,0,8,3,0,2,Parque Bicentenario de Cerrillos,Cerrillos,1:58,125665
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-25 15:00:00,Panama,Brazil,3,5,10,7,0,2,Parque Bicentenario de Cerrillos,Cerrillos,,125670
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-26 09:30:00,Colombia,Mexico,10,2,12,4,1,1,Parque Bicentenario de Cerrillos,Cerrillos,2:14,125669
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-26 15:00:00,Dominican Republic,Cuba,5,4,8,11,1,2,Parque Bicentenario de Cerrillos,Cerrillos,2:2,125666
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-27 09:30:00,Panama,Colombia,1,2,7,9,0,3,Parque Bicentenario de Cerrillos,Cerrillos,2:23,125671
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-27 15:00:00,Brazil,Mexico,1,5,4,9,4,1,Parque Bicentenario de Cerrillos,Cerrillos,2:05,125672
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-28 09:30:00,Panama,Mexico,2,10,6,14,2,1,Parque Bicentenario de Cerrillos,Cerrillos,2:24,125667
XIX Pan American Games - Santiago 2023 - Men's Baseball,2023-10-28 15:00:00,Brazil,Colombia,1,9,4,17,0,1,Parque Bicentenario de Cerrillos,Cerrillos,2:39,125668
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-24 18:05:00,Nicaragua,Puerto Rico,3,2,6,1,0,0,Estadio Roberto Clemente,Masaya,2:11,127961
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-25 11:05:00,Dominican Republic,Argentina,6,5,3,6,0,1,Estadio Nacional Soberanía,Managua,2:30,128013
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-25 11:05:00,Cuba,Costa Rica,13,0,13,1,0,2,Estadio Roberto Clemente,Masaya,1:50,128682
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-25 18:05:00,Colombia,Panama,2,1,2,4,0,1,Estadio Roberto Clemente,Masaya,2:08,128009
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-25 20:45:00,Venezuela,Curaçao,7,0,7,2,0,1,Estadio Nacional Soberanía,Managua,2:24,128032
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-26 11:05:00,Puerto Rico,Mexico,7,0,9,1,1,5,Estadio Nacional Soberanía,Managua,2:00,128026
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-26 11:05:00,Colombia,Costa Rica,10,0,12,2,1,0,Estadio Roberto Clemente,Masaya,1:30,128031
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-26 15:05:00,Cuba,Curaçao,5,1,7,1,0,3,Estadio Nacional Soberanía,Managua,2:16,128010
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-26 18:05:00,Nicaragua,Argentina,13,0,10,0,1,2,Estadio Roberto Clemente,Masaya,1:46,128019
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-26 19:05:00,Panama,Venezuela,1,13,5,10,3,1,Estadio Nacional Soberanía,Managua,2:13,128022
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-27 11:05:00,Argentina,Mexico,1,11,3,9,1,2,Estadio Nacional Soberanía,Managua,2:01,128028
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-27 11:05:00,Costa Rica,Venezuela,4,5,3,8,0,0,Estadio Roberto Clemente,Masaya,2:15,128011
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-27 15:05:00,Panama,Curaçao,7,0,7,0,1,2,Estadio Nacional Soberanía,Managua,1:59,128683
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-27 18:05:00,Cuba,Colombia,4,7,7,7,1,2,Estadio Roberto Clemente,Masaya,2:31,128021
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-27 19:05:00,Dominican Republic,Nicaragua,5,15,7,11,2,1,Estadio Nacional Soberanía,Managua,2:44,128027
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-28 11:05:00,Costa Rica,Panama,0,8,2,2,4,2,Estadio Nacional Soberanía,Managua,2:34,128017
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-28 11:05:00,Argentina,Puerto Rico,6,10,3,10,1,3,Estadio Roberto Clemente,Masaya,2:54,128034
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-28 15:05:00,Venezuela,Cuba,5,10,9,7,4,0,Estadio Nacional Soberanía,Managua,3:01,128016
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-28 18:05:00,Curaçao,Colombia,1,10,5,5,3,0,Estadio Roberto Clemente,Masaya,2:37,128018
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-28 19:05:00,Mexico,Dominican Republic,6,5,6,7,1,2,Estadio Nacional Soberanía,Managua,2:24,128015
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-29 11:05:00,Venezuela,Colombia,1,3,2,5,1,3,Estadio Nacional Soberanía,Managua,2:26,128685
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-29 11:05:00,Curaçao,Costa Rica,3,1,3,2,3,3,Estadio Roberto Clemente,Masaya,1:39,128025
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-29 15:05:00,Puerto Rico,Dominican Republic,13,7,7,6,2,3,Estadio Nacional Soberanía,Managua,2:50,128029
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-29 18:05:00,Panama,Cuba,15,11,13,11,3,0,Estadio Roberto Clemente,Masaya,3:40,128684
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-29 19:05:00,Mexico,Nicaragua,2,6,4,12,0,0,Estadio Nacional Soberanía,Managua,2:50,128039
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-30 13:00:00,Venezuela,Puerto Rico,7,4,9,6,2,1,Estadio Nacional Soberanía,Managua,2:48,128040
U-23 Men´s Baseball World Cup Americas Qualifier 2023,2023-11-30 18:05:00,Nicaragua,Colombia,0,1,3,2,4,0,Estadio Nacional Soberanía,Managua,1:50,128041
U-18 Men's Baseball South American Championship  - Campeonato Sudamericano de Béisbol Masculino Sub-18 2023,2023-12-04 10:00:00,Brazil,Venezuela,2,6,5,13,3,0,Estadio Popeye Béisbol Club,Salta,2:34,128883
U-18 Men's Baseball South American Championship  - Campeonato Sudamericano de Béisbol Masculino Sub-18 2023,2023-12-04 15:00:00,Argentina,Peru,14,0,8,3,0,2,Estadio Popeye Béisbol Club,Salta,1:52,128884
U-18 Men's Baseball South American Championship  - Campeonato Sudamericano de Béisbol Masculino Sub-18 2023,2023-12-05 10:00:00,Peru,Brazil,0,14,3,12,1,0,Estadio Popeye Béisbol Club,Salta,2:28,128885
U-18 Men's Baseball South American Championship  - Campeonato Sudamericano de Béisbol Masculino Sub-18 2023,2023-12-05 15:00:00,Venezuela,Argentina,10,5,9,6,0,7,Estadio Popeye Béisbol Club,Salta,3:00,128886
U-18 Men's Baseball South American Championship  - Campeonato Sudamericano de Béisbol Masculino Sub-18 2023,2023-12-06 10:00:00,Peru,Venezuela,0,15,1,13,4,0,Estadio Popeye Béisbol Club,Salta,1:46,128887
U-18 Men's Baseball South American Championship  - Campeonato Sudamericano de Béisbol Masculino Sub-18 2023,2023-12-06 15:00:00,Argentina,Brazil,2,4,2,6,2,1,Estadio Popeye Béisbol Club,Salta,2:09,128888
U-18 Men's Baseball South American Championship  - Campeonato Sudamericano de Béisbol Masculino Sub-18 2023,2023-12-08 10:00:00,Venezuela,Peru,11,1,10,2,0,5,Estadio Popeye Béisbol Club,Salta,2:16,128894
U-18 Men's Baseball South American Championship  - Campeonato Sudamericano de Béisbol Masculino Sub-18 2023,2023-12-08 15:00:00,Brazil,Argentina,7,6,9,7,3,2,Estadio Popeye Béisbol Club,Salta,2:50,128895
U-18 Men's Baseball South American Championship  - Campeonato Sudamericano de Béisbol Masculino Sub-18 2023,2023-12-09 10:00:00,Argentina,Peru,9,5,8,7,2,4,Estadio Popeye Béisbol Club,Salta,3:16,128909
U-18 Men's Baseball South American Championship  - Campeonato Sudamericano de Béisbol Masculino Sub-18 2023,2023-12-09 15:00:00,Venezuela,Brazil,2,1,4,3,0,3,Estadio Popeye Béisbol Club,Salta,1:33,128910
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-03 10:00:00,Colombia,Panama,2,15,8,14,4,0,"Estadio ""José Bernardo Pérez""",Valencia,2:49,99086
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-04 09:00:00,Cuba,Colombia,8,7,6,8,4,1,"Estadio ""José Bernardo Pérez""",Valencia,3:32,99088
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-04 13:00:00,Panama,Venezuela,9,1,7,6,0,1,"Estadio ""José Bernardo Pérez""",Valencia,2:39,99089
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-05 09:00:00,Puerto Rico,Cuba,4,2,3,6,1,1,"Estadio ""José Bernardo Pérez""",Valencia,2:10,99099
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-05 13:00:00,Venezuela,Dominican Republic,8,4,5,9,3,3,"Estadio ""José Bernardo Pérez""",Valencia,2:00,99098
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-06 09:00:00,Dominican Republic,Panama,3,7,7,5,2,2,"Estadio ""José Bernardo Pérez""",Valencia,2:19,99100
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-06 13:00:00,Colombia,Puerto Rico,2,9,5,8,2,1,"Estadio ""José Bernardo Pérez""",Valencia,2:30,99097
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-06 17:30:00,Cuba,Venezuela,6,4,6,7,0,4,"Estadio ""José Bernardo Pérez""",Valencia,2:25,99094
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-07 09:00:00,Panama,Puerto Rico,4,11,7,8,5,0,"Estadio ""José Bernardo Pérez""",Valencia,3:02,99092
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-07 13:00:00,Dominican Republic,Cuba,2,12,6,9,2,0,"Estadio ""José Bernardo Pérez""",Valencia,2:38,99248
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-08 09:00:00,Cuba,Panama,13,12,15,12,2,2,"Estadio ""José Bernardo Pérez""",Valencia,3:39,99095
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-08 10:00:00,Dominican Republic,Colombia,8,12,8,16,2,5,Bob Abreu Complex,San Diego,3:00,99093
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-08 13:00:00,Venezuela,Puerto Rico,9,8,8,9,2,3,"Estadio ""José Bernardo Pérez""",Valencia,3:50,99087
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-09 10:00:00,Puerto Rico,Dominican Republic,5,10,10,10,2,4,"Estadio ""José Bernardo Pérez""",Valencia,2:52,99090
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-09 15:00:00,Venezuela,Colombia,11,2,8,5,1,5,"Estadio ""José Bernardo Pérez""",Valencia,2:03,99096
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-10 10:00:00,Puerto Rico,Panama,11,12,14,8,2,1,"Estadio ""José Bernardo Pérez""",Valencia,3:56,99102
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-10 13:00:00,Cuba,Venezuela,0,7,12,11,2,2,"Estadio ""José Bernardo Pérez""",Valencia,2:54,99101
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-11 10:00:00,Colombia,Dominican Republic,10,9,4,10,6,2,"Estadio ""José Bernardo Pérez""",Valencia,2:44,99103
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-11 13:00:00,Cuba,Puerto Rico,11,1,8,2,1,3,"Estadio ""José Bernardo Pérez""",Valencia,2:23,99104
V Panamericano Sub-15 de Beisbol - V U-15 Pan American Baseball Championship 2022,2022-06-12 13:00:00,Panama,Venezuela,2,5,1,4,2,1,"Estadio ""José Bernardo Pérez""",Valencia,,99105
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-10 10:00:00,Puerto Rico,Guatemala,11,0,9,2,1,1,Internacional Parque de Béisbol San Francisco,"Hidalgo, San Francisco de los Romo",1:46,99570
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-10 12:00:00,Cuba,Argentina,11,0,7,2,0,1,Estadio Ferrocarrilero,Desarrollo Especial Talleres F.F.C.C.,2:07,99572
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-10 13:30:00,Nicaragua,Mexico,0,11,2,14,2,0,Internacional Parque de Béisbol San Francisco,"Hidalgo, San Francisco de los Romo",2:08,99571
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-11 10:00:00,Cuba,Venezuela,3,1,5,3,0,1,Internacional Parque de Béisbol San Francisco,"Hidalgo, San Francisco de los Romo",2:33,99573
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-11 12:00:00,Guatemala,Nicaragua,0,15,0,15,3,0,Estadio Ferrocarrilero,Desarrollo Especial Talleres F.F.C.C.,1:27,99606
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-11 13:00:00,Argentina,Mexico,3,18,7,11,0,0,Internacional Parque de Béisbol San Francisco,"Hidalgo, San Francisco de los Romo",2:08,99574
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-12 10:00:00,Puerto Rico,Cuba,2,6,6,9,3,1,Internacional Parque de Béisbol San Francisco,"Hidalgo, San Francisco de los Romo",2:35,99613
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-12 12:00:00,Venezuela,Argentina,12,6,17,6,3,0,Estadio Ferrocarrilero,Desarrollo Especial Talleres F.F.C.C.,2:39,99615
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-12 13:30:00,Mexico,Guatemala,21,1,15,2,0,1,Internacional Parque de Béisbol San Francisco,"Hidalgo, San Francisco de los Romo",2:05,99614
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-13 11:00:00,Venezuela,Mexico,0,14,3,11,4,0,Parque de Béisbol Alberto Romo Chávez,Héroes,2:41,99616
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-13 12:00:00,Argentina,Puerto Rico,1,12,5,8,3,2,Estadio Ferrocarrilero,Desarrollo Especial Talleres F.F.C.C.,2:15,99617
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-13 14:30:00,Cuba,Nicaragua,1,3,5,5,2,0,Parque de Béisbol Alberto Romo Chávez,Héroes,2:18,99618
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-14 09:00:00,Nicaragua,Argentina,5,0,9,4,1,1,Parque de Béisbol Alberto Romo Chávez,Héroes,2:10,99619
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-14 12:00:00,Guatemala,Cuba,2,10,6,10,1,0,Estadio Ferrocarrilero,Desarrollo Especial Talleres F.F.C.C.,2:35,99620
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-14 12:30:00,Puerto Rico,Venezuela,3,6,6,11,0,0,Parque de Béisbol Alberto Romo Chávez,Héroes,2:27,99621
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-15 09:00:00,Venezuela,Nicaragua,0,1,2,6,1,1,Parque de Béisbol Alberto Romo Chávez,Héroes,2:07,99622
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-15 12:00:00,Argentina,Guatemala,17,3,9,1,2,2,Estadio Ferrocarrilero,Desarrollo Especial Talleres F.F.C.C.,2:10,99623
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-15 12:30:00,Mexico,Puerto Rico,2,1,8,6,0,0,Parque de Béisbol Alberto Romo Chávez,Héroes,2:27,99661
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-16 09:00:00,Guatemala,Venezuela,0,6,3,10,1,0,Parque de Béisbol Alberto Romo Chávez,Héroes,2:36,99662
U-23 Men´s Baseball World Cup Americas Qualifier 2022,2022-06-16 12:00:00,Nicaragua,Puerto Rico,2,10,6,13,2,0,Estadio Ferrocarrilero,Desarrollo Especial Talleres F.F.C.C.,2:26,99663
